CDI,IBOV,IHFA,IMAB5,IFIX,IRFM,SP500,data
,,,,,,,2011-08-18
,,,,,,,2011-08-19
,,,,,,,2011-08-22
,,,,,,,2011-08-23
,,,,,,,2011-08-24
,,,,,,,2011-08-25
,,,,,,,2011-08-29
,,,,,,,2011-08-30
,,,,,,,2011-08-31
,,,,,,,2011-09-01
,,,,,,,2011-09-02
,,,,,,,2011-09-06
,,,,,,,2011-09-08
,,,,,,,2011-09-09
,,,,,,,2011-09-12
,,,,,,,2011-09-13
,,,,,,,2011-09-14
,,,,,,,2011-09-15
,,,,,,,2011-09-16
,,,,,,,2011-09-19
,,,,,,,2011-09-20
,,,,,,,2011-09-21
,,,,,,,2011-09-22
,,,,,,,2011-09-23
,,,,,,,2011-09-26
,,,,,,,2011-09-27
,,,,,,,2011-09-28
,,,,,,,2011-09-29
,,,,,,,2011-09-30
,,,,,,,2011-10-03
,,,,,,,2011-10-04
,,,,,,,2011-10-05
,,,,,,,2011-10-06
,,,,,,,2011-10-07
,,,,,,,2011-10-10
,,,,,,,2011-10-11
,,,,,,,2011-10-13
,,,,,,,2011-10-14
,,,,,,,2011-10-17
,,,,,,,2011-10-18
,,,,,,,2011-10-19
,,,,,,,2011-10-20
,,,,,,,2011-10-21
,,,,,,,2011-10-24
,,,,,,,2011-10-25
,,,,,,,2011-10-26
,,,,,,,2011-10-27
,,,,,,,2011-10-28
,,,,,,,2011-10-31
,,,,,,,2011-11-01
,,,,,,,2011-11-03
,,,,,,,2011-11-04
,,,,,,,2011-11-07
,,,,,,,2011-11-08
,,,,,,,2011-11-09
,,,,,,,2011-11-10
,,,,,,,2011-11-11
,,,,,,,2011-11-14
,,,,,,,2011-11-16
,,,,,,,2011-11-17
,,,,,,,2011-11-18
,,,,,,,2011-11-21
,,,,,,,2011-11-22
,,,,,,,2011-11-23
,,,,,,,2011-11-25
,,,,,,,2011-11-28
,,,,,,,2011-11-29
,,,,,,,2011-11-30
,,,,,,,2011-12-01
,,,,,,,2011-12-02
,,,,,,,2011-12-05
,,,,,,,2011-12-06
,,,,,,,2011-12-07
,,,,,,,2011-12-08
,,,,,,,2011-12-09
,,,,,,,2011-12-12
,,,,,,,2011-12-13
,,,,,,,2011-12-14
,,,,,,,2011-12-15
,,,,,,,2011-12-16
,,,,,,,2011-12-19
,,,,,,,2011-12-20
,,,,,,,2011-12-21
,,,,,,,2011-12-22
,,,,,,,2011-12-23
,,,,,,,2011-12-27
,,,,,,,2011-12-28
,,,,,,,2011-12-29
,,,,,,,2012-01-03
,,,,,,,2012-01-04
,,,,,,,2012-01-05
,,,,,,,2012-01-06
,,,,,,,2012-01-09
,,,,,,,2012-01-10
,,,,,,,2012-01-11
,,,,,,,2012-01-12
,,,,,,,2012-01-13
,,,,,,,2012-01-17
,,,,,,,2012-01-18
0.1655,25.1328,2.2263,2.1615,6.8031,1.9413,23.5594,2012-01-19
0.1621,25.1221,2.2281,2.1661,6.8259,1.9383,23.534,2012-01-20
0.1621,25.1165,2.23,2.1708,6.7748,1.9415,23.5336,2012-01-23
0.1621,25.0912,2.2266,2.1708,6.7544,1.9382,23.5288,2012-01-24
0.1652,25.0947,2.2395,2.2067,6.7557,1.9603,23.5294,2012-01-26
0.1652,25.085,2.2381,2.2099,6.7455,1.9516,23.5292,2012-01-27
0.1653,25.0851,2.2381,2.2146,6.7493,1.9469,23.5302,2012-01-30
0.1653,25.0863,2.2401,2.215,6.7213,1.9473,23.5275,2012-01-31
0.1654,25.1392,2.2395,2.2155,6.6576,1.9452,23.5271,2012-02-01
0.1654,25.1085,2.2425,2.2131,6.4695,1.9455,23.5266,2012-02-02
0.1655,25.126,2.241,2.2119,6.468,1.9377,23.5595,2012-02-03
0.162,25.126,2.241,2.2132,6.4648,1.9396,23.5592,2012-02-06
0.162,25.1212,2.2393,2.2139,6.4651,1.9396,23.5372,2012-02-07
0.1621,25.1119,2.2424,2.2151,6.4777,1.94,23.5375,2012-02-08
0.1622,25.1087,2.2413,2.2168,6.4917,1.9412,23.5368,2012-02-09
0.1623,25.2139,2.2397,2.2015,6.4898,1.9426,23.5408,2012-02-10
0.1579,25.3317,2.2397,2.204,6.5701,1.9401,23.5461,2012-02-13
0.158,25.3331,2.2367,2.2039,6.574,1.941,23.5455,2012-02-14
0.1581,25.2594,2.2403,2.2034,6.574,1.941,23.4814,2012-02-15
0.1582,25.2865,2.2405,2.2044,6.5393,1.9364,23.4944,2012-02-16
0.1583,25.2149,2.2427,2.2047,6.5453,1.9366,23.4381,2012-02-17
0.1584,25.1567,2.2446,2.204,6.5655,1.9319,23.4379,2012-02-22
0.1585,25.1597,2.2445,2.2031,6.5656,1.934,23.4405,2012-02-23
0.1586,25.058,2.2428,2.2049,6.4838,1.9394,23.4394,2012-02-24
0.1587,25.0805,2.2431,2.2054,6.3918,1.9425,23.4319,2012-02-27
0.1619,25.0879,2.2578,2.2085,6.4131,1.9308,23.4288,2012-02-29
0.162,25.0175,2.2506,2.2103,6.4151,1.9307,23.4347,2012-03-01
0.1621,25.0524,2.2563,2.2209,6.4144,1.9283,23.4371,2012-03-02
0.1622,25.018,2.2579,2.219,6.338,1.9276,23.4344,2012-03-05
0.1623,25.1455,2.2607,2.2137,6.3222,1.922,23.485,2012-03-06
0.1624,25.1815,2.2617,2.2138,6.3523,1.9209,23.4927,2012-03-07
0.1626,25.1502,2.2751,2.2418,6.3571,1.933,23.5046,2012-03-08
0.1629,25.1514,2.2847,2.2531,6.3557,1.9338,23.5054,2012-03-09
0.1631,25.1494,2.2878,2.2546,6.3454,1.936,23.5047,2012-03-12
0.1587,25.2099,2.2877,2.2573,6.3949,1.9435,23.4791,2012-03-13
0.159,25.2011,2.2866,2.2642,6.3945,1.9512,23.4708,2012-03-14
0.1592,25.2124,2.284,2.2799,6.3901,1.9515,23.4774,2012-03-15
0.1594,25.2124,2.2844,2.2837,6.3733,1.961,23.4552,2012-03-16
0.1597,25.2024,2.2818,2.2933,6.3766,1.967,23.4561,2012-03-19
0.1599,25.1524,2.2826,2.2893,6.3967,1.9671,23.4167,2012-03-20
0.1602,25.1125,2.2826,2.2887,6.4051,1.966,23.4169,2012-03-21
0.1604,25.1274,2.2893,2.2903,6.4232,1.9615,23.3977,2012-03-22
0.1607,25.1268,2.2888,2.2903,6.4248,1.9619,23.3886,2012-03-23
0.1609,25.1377,2.2889,2.2909,6.4862,1.9627,23.4124,2012-03-26
0.1612,25.0894,2.2883,2.2816,6.4851,1.959,23.3926,2012-03-27
0.1614,25.1129,2.2882,2.2815,6.4882,1.9594,23.3627,2012-03-28
0.1616,25.1039,2.2862,2.2829,6.5119,1.9604,23.3604,2012-03-29
0.1619,25.1088,2.2854,2.2814,6.5748,1.9573,23.2225,2012-03-30
0.1621,25.088,2.287,2.2817,6.5673,1.9594,23.2269,2012-04-02
0.1624,25.1268,2.2866,2.2829,6.564,1.9591,23.1884,2012-04-03
0.1626,25.1334,2.2816,2.2836,6.5485,1.9594,23.2113,2012-04-04
0.1628,25.1335,2.281,2.2856,6.5427,1.9627,23.1656,2012-04-05
0.163,25.1255,2.2854,2.2848,6.5343,1.9703,23.1921,2012-04-09
0.1633,25.1927,2.2829,2.2816,6.5473,1.9705,23.2564,2012-04-10
0.1635,25.1996,2.2829,2.2826,6.5434,1.9717,23.2497,2012-04-11
0.1637,25.3606,2.2822,2.2823,6.5676,1.9718,23.2871,2012-04-12
0.164,25.3914,2.2825,2.2829,6.5716,1.9718,23.3203,2012-04-13
0.1642,25.3896,2.2825,2.2824,6.576,1.9672,23.3102,2012-04-16
0.1644,25.4038,2.2755,2.2763,6.5678,1.9667,23.3508,2012-04-17
0.1646,25.3935,2.2699,2.2745,6.5642,1.9667,23.3538,2012-04-18
0.165,25.3795,2.2696,2.291,6.5229,1.9711,23.3569,2012-04-19
0.1654,25.3711,2.2698,2.291,6.5353,1.9715,23.3571,2012-04-20
0.1658,25.4141,2.2698,2.2878,6.535,1.9699,23.3728,2012-04-23
0.1662,25.4009,2.2714,2.2941,6.5584,1.9732,23.3746,2012-04-24
0.1665,25.4016,2.2714,2.2953,6.5651,1.974,23.4127,2012-04-25
0.1669,25.4055,2.2718,2.2952,6.5329,1.9748,23.4179,2012-04-26
0.1673,25.4058,2.2777,2.2968,6.5416,1.9742,23.4169,2012-04-27
0.1676,25.3398,2.2762,2.297,6.4453,1.9769,23.4067,2012-04-30
0.168,25.3528,2.2886,2.3172,6.4046,1.9966,23.4085,2012-05-02
0.1683,25.3558,2.288,2.3164,6.3886,1.9966,23.422,2012-05-03
0.1687,25.4314,2.2923,2.3492,6.3834,2.0424,23.477,2012-05-04
0.169,25.3702,2.2934,2.3642,6.3015,2.0462,23.45,2012-05-07
0.1694,25.3809,2.3019,2.3901,6.3038,2.0781,23.4477,2012-05-08
0.1698,25.3594,2.3029,2.4038,6.3032,2.1053,23.4197,2012-05-09
0.1701,25.3595,2.3028,2.4126,6.3006,2.1098,23.4182,2012-05-10
0.1704,25.3606,2.3036,2.413,6.2935,2.1106,23.4038,2012-05-11
0.1708,25.5317,2.3024,2.4134,6.2587,2.1106,23.4221,2012-05-14
0.1711,25.6156,2.3019,2.4135,6.2733,2.1113,23.4262,2012-05-15
0.1714,25.6104,2.2971,2.414,6.2543,2.1131,23.429,2012-05-16
0.1718,25.8047,2.304,2.413,6.2593,2.115,23.4768,2012-05-17
0.1721,25.7663,2.2984,2.4126,6.2083,2.1173,23.4858,2012-05-18
0.1724,26.0245,2.2948,2.425,6.2034,2.1265,23.531,2012-05-21
0.1727,26.1663,2.3089,2.5753,6.2231,2.174,23.5137,2012-05-22
0.173,26.1241,2.3069,2.5678,6.2232,2.1776,23.5111,2012-05-23
0.1733,26.1388,2.3467,2.6272,6.2102,2.2049,23.5071,2012-05-24
0.1735,26.1472,2.3468,2.6287,6.1968,2.208,23.4938,2012-05-25
0.1751,26.0978,2.3453,2.6325,6.2579,2.2312,23.4938,2012-05-29
0.1754,26.1363,2.3456,2.6325,6.2557,2.2314,23.5326,2012-05-30
0.1758,26.1459,2.349,2.6335,6.3735,2.2347,23.52,2012-05-31
0.1762,26.2127,2.3538,2.6347,6.4392,2.2361,23.6433,2012-06-01
0.1765,26.1752,2.3693,2.6974,6.5081,2.2806,23.6433,2012-06-04
0.1769,26.2006,2.3699,2.6908,6.489,2.2816,23.6337,2012-06-05
0.1773,26.3876,2.3695,2.6931,6.3915,2.2828,23.7439,2012-06-06
0.1776,26.3901,2.3715,2.6996,6.3743,2.2999,23.7451,2012-06-08
0.178,26.3981,2.3656,2.7072,6.3874,2.3027,23.7487,2012-06-11
0.1783,26.4218,2.3694,2.7055,6.3723,2.3021,23.7769,2012-06-12
0.1787,26.4461,2.3692,2.706,6.3711,2.3025,23.7853,2012-06-13
0.179,26.4246,2.3709,2.7065,6.3707,2.3026,23.8064,2012-06-14
0.1794,26.4597,2.3721,2.7128,6.3706,2.3126,23.8252,2012-06-15
0.1736,26.4547,2.374,2.7126,6.3582,2.3119,23.8023,2012-06-18
0.174,26.4527,2.3738,2.7154,6.3359,2.3137,23.7093,2012-06-19
0.1743,26.4202,2.3752,2.7143,6.3239,2.3144,23.7096,2012-06-20
0.1746,26.578,2.3731,2.7143,6.3047,2.3158,23.7971,2012-06-21
0.1749,26.5066,2.3704,2.7138,6.3104,2.3151,23.7823,2012-06-22
0.1752,26.6675,2.3704,2.7149,6.3253,2.3199,23.8374,2012-06-25
0.1755,26.6668,2.3697,2.7151,6.3318,2.3197,23.8381,2012-06-26
0.1758,26.6876,2.3693,2.7148,6.3588,2.3206,23.8434,2012-06-27
0.1761,26.6744,2.3693,2.7144,6.3592,2.3206,23.8018,2012-06-28
0.1763,26.852,2.3691,2.719,6.37,2.3206,23.9269,2012-06-29
0.1766,26.8582,2.3691,2.7219,6.3879,2.3214,23.8963,2012-07-02
0.1769,26.9181,2.3745,2.721,6.4064,2.3217,23.8366,2012-07-03
0.1782,26.9163,2.3754,2.7305,6.4249,2.338,23.8414,2012-07-05
0.1784,26.9699,2.3771,2.7326,6.4602,2.346,23.8598,2012-07-06
0.1797,27.1417,2.3767,2.7362,6.5148,2.3535,23.8754,2012-07-10
0.18,27.1384,2.3773,2.7436,6.5135,2.3587,23.8389,2012-07-11
0.1804,27.1374,2.3779,2.7439,6.5182,2.3635,23.8352,2012-07-12
0.1807,27.1923,2.3785,2.7439,6.5177,2.3647,23.8438,2012-07-13
0.1744,27.1592,2.3785,2.7466,6.5131,2.3645,23.7451,2012-07-16
0.1747,27.1777,2.3815,2.7473,6.5248,2.3728,23.7422,2012-07-17
0.1751,27.2082,2.3826,2.7457,6.5004,2.3713,23.7304,2012-07-18
0.1754,27.1976,2.3861,2.7486,6.4603,2.3779,23.6893,2012-07-19
0.1687,27.2701,2.3853,2.7584,6.4431,2.3779,23.7109,2012-07-20
0.169,27.3426,2.3835,2.7624,6.56,2.3778,23.7279,2012-07-23
0.1693,27.3464,2.3842,2.7663,6.5335,2.3858,23.7224,2012-07-24
0.1696,27.3259,2.3842,2.7663,6.5406,2.3887,23.7122,2012-07-25
0.1699,27.3783,2.3829,2.7727,6.5436,2.3923,23.6978,2012-07-26
0.1703,27.7591,2.3816,2.7961,6.5476,2.4147,23.7676,2012-07-27
0.1706,27.7386,2.3833,2.796,6.5339,2.4148,23.7659,2012-07-30
0.1709,27.7629,2.3838,2.796,6.532,2.4149,23.7601,2012-07-31
0.1711,27.7636,2.3849,2.7974,6.5453,2.4155,23.756,2012-08-01
0.1714,27.7765,2.3818,2.7973,6.5364,2.4155,23.7539,2012-08-02
0.1717,27.9457,2.3912,2.799,6.5291,2.42,23.7736,2012-08-03
0.172,28.0099,2.3912,2.7984,6.5292,2.4204,23.7744,2012-08-06
0.1722,27.9634,2.3905,2.8008,6.5174,2.4192,23.7422,2012-08-07
0.1724,28.0434,2.3942,2.8032,6.636,2.4211,23.7422,2012-08-08
0.1727,28.0402,2.394,2.8032,6.655,2.4234,23.735,2012-08-09
0.1729,28.0324,2.3937,2.8114,6.6384,2.4322,23.7319,2012-08-10
0.1731,27.9763,2.3879,2.8117,6.6249,2.4327,23.6409,2012-08-13
0.1733,28.0236,2.3862,2.8142,6.632,2.4284,23.6383,2012-08-14
0.1735,28.0235,2.3846,2.8142,6.632,2.4286,23.6287,2012-08-15
0.1737,28.1007,2.3914,2.8382,6.6314,2.4409,23.6339,2012-08-16
0.1739,28.0269,2.3775,2.8378,6.6318,2.4342,23.4868,2012-08-17
0.174,27.9339,2.3619,2.8533,6.6008,2.444,23.4824,2012-08-20
0.1742,27.3032,2.3223,2.8551,6.6077,2.4407,22.955,2012-08-21
0.1744,27.3124,2.3245,2.855,6.6081,2.4411,22.9547,2012-08-22
0.1746,25.9992,2.2425,2.8544,6.5533,2.42,21.8836,2012-08-23
0.1747,25.5302,2.2139,2.8532,6.5508,2.4195,21.4108,2012-08-24
0.1749,25.5334,2.2141,2.8544,6.577,2.4206,20.9096,2012-08-27
0.175,25.2704,2.1962,2.854,6.7771,2.4141,20.4308,2012-08-28
0.1751,25.3354,2.1857,2.8521,6.7854,2.402,20.4258,2012-08-29
0.1754,25.2441,2.1811,2.852,7.0723,2.402,20.336,2012-08-30
0.1756,25.2391,2.1815,2.8475,7.0635,2.4011,20.3141,2012-08-31
0.1763,25.2457,2.1733,2.8408,7.0855,2.3918,20.3149,2012-09-04
0.1765,25.0106,2.1732,2.8355,7.0909,2.3759,19.7777,2012-09-05
0.1767,25.0998,2.1692,2.8341,7.0897,2.3785,19.8074,2012-09-06
0.1769,25.0999,2.1767,2.8375,7.0892,2.3797,19.8097,2012-09-10
0.1771,25.0324,2.1771,2.8341,7.0867,2.3788,19.5362,2012-09-11
0.1773,25.0451,2.1773,2.8331,7.0694,2.3798,19.4982,2012-09-12
0.1775,25.2083,2.1785,2.8322,7.0761,2.3833,19.4882,2012-09-13
0.1694,24.9663,2.0289,2.7239,7.0803,2.2992,19.0297,2012-09-14
0.1696,24.9554,2.0282,2.7243,7.0803,2.2943,19.033,2012-09-17
0.1703,24.8809,1.9899,2.7155,7.0806,2.2942,19.0285,2012-09-19
0.1705,24.7219,1.7971,2.4681,7.0792,2.2098,18.9865,2012-09-20
0.1707,24.5705,1.779,2.4385,7.084,2.1789,18.8012,2012-09-21
0.1633,24.5877,1.7778,2.4411,7.0868,2.1637,18.7852,2012-09-24
0.1635,24.6356,1.778,2.4331,7.0784,2.1521,18.7449,2012-09-25
0.1637,24.4155,1.7787,2.4319,7.072,2.1469,18.5472,2012-09-26
0.1639,24.4185,1.7787,2.4304,7.0826,2.1467,18.5579,2012-09-27
0.1641,24.4841,1.7783,2.43,7.0757,2.1388,18.5472,2012-09-28
0.1642,24.4576,1.7798,2.4304,7.1308,2.1318,18.5051,2012-10-01
0.1644,24.4647,1.7752,2.4316,7.1309,2.1327,18.4329,2012-10-02
0.1653,24.4572,1.773,2.4356,7.1255,2.1328,18.4537,2012-10-04
0.1655,24.4571,1.8128,2.5208,7.129,2.1493,18.4234,2012-10-05
0.1656,24.455,1.8096,2.5269,7.1356,2.1474,18.4267,2012-10-08
0.1658,24.453,1.7978,2.5168,7.1255,2.1345,18.2011,2012-10-09
0.1659,23.955,1.7832,2.5127,7.1329,2.1337,17.9069,2012-10-10
0.1661,23.9828,1.7607,2.493,7.1472,2.0842,17.8997,2012-10-11
0.1663,23.9751,1.7579,2.4792,7.1522,2.0454,17.7661,2012-10-15
0.1665,23.9743,1.7576,2.467,7.0755,2.0319,17.7638,2012-10-16
0.1667,23.9471,1.7596,2.472,7.0588,2.0348,17.6319,2012-10-17
0.1668,23.955,1.756,2.4716,7.0606,2.0349,17.6206,2012-10-18
0.167,23.9086,1.7527,2.4716,7.0598,2.0306,17.5131,2012-10-19
0.1671,23.7195,1.7391,2.4542,7.074,2.015,17.2557,2012-10-22
0.1673,23.7857,1.6898,2.4503,7.0734,2.0056,17.1943,2012-10-23
0.1674,23.7982,1.6878,2.4511,7.0766,2.0041,17.1159,2012-10-24
0.1675,23.7005,1.6871,2.4516,7.1116,1.9948,17.0289,2012-10-25
0.1676,23.6319,1.6851,2.4517,7.1179,1.9942,17.0058,2012-10-26
0.1733,23.3185,1.6891,2.4525,7.0541,1.9918,16.6847,2012-10-31
0.1734,23.4044,1.6898,2.4502,7.0551,1.9899,16.7159,2012-11-01
0.1735,23.3659,1.6879,2.447,7.1702,1.9882,16.7237,2012-11-05
0.1736,23.4478,1.6867,2.44,7.1714,1.981,16.6563,2012-11-06
0.1737,23.4113,1.6866,2.4394,7.1643,1.9807,16.716,2012-11-07
0.1738,23.3874,1.6872,2.439,7.1782,1.9752,16.6488,2012-11-08
0.1739,23.3891,1.6907,2.4394,7.1795,1.9742,16.5964,2012-11-09
0.174,23.3274,1.6724,2.3976,7.177,1.9676,16.5915,2012-11-12
0.1742,23.2282,1.6752,2.4018,7.1637,1.971,16.4973,2012-11-13
0.1743,23.1426,1.6902,2.4135,7.1298,1.9764,16.5126,2012-11-14
0.1745,23.1711,1.6915,2.4148,7.1249,1.9769,16.3856,2012-11-16
0.1746,23.1976,1.6912,2.4116,7.1196,1.9725,16.4679,2012-11-19
0.1753,22.9075,1.682,2.4122,7.1234,1.9641,16.1276,2012-11-21
0.1762,23.025,1.6834,2.4129,7.1156,1.9639,16.177,2012-11-23
0.1763,22.9853,1.6864,2.4138,7.1666,1.963,15.9764,2012-11-26
0.1764,22.9346,1.6745,2.4083,7.1585,1.9638,15.7234,2012-11-27
0.1765,22.8898,1.6743,2.408,7.1864,1.9649,15.3655,2012-11-28
0.1766,22.9914,1.6742,2.4073,7.2129,1.9649,15.3552,2012-11-29
0.1767,22.9826,1.677,2.4148,7.2128,1.9607,15.3442,2012-11-30
0.1768,23.0159,1.6755,2.4155,7.1988,1.9594,15.3117,2012-12-03
0.1769,22.9023,1.6783,2.4158,7.1732,1.9654,14.8361,2012-12-04
0.177,22.8997,1.6773,2.4132,7.1775,1.9598,14.8145,2012-12-05
0.1771,22.8013,1.7097,2.4491,7.1845,1.9873,14.6968,2012-12-06
0.1772,22.8412,1.7109,2.4493,7.1955,1.9951,14.6642,2012-12-07
0.1773,22.872,1.712,2.4498,7.1973,1.9987,14.6108,2012-12-10
0.1774,22.7162,1.6833,2.4527,7.1989,2.005,14.517,2012-12-11
0.1775,22.7129,1.6721,2.453,7.2041,2.0063,14.5167,2012-12-12
0.1776,22.7002,1.6672,2.4526,7.1978,2.0042,14.4018,2012-12-13
0.1777,22.6926,1.6662,2.4474,7.1649,2.0062,14.4018,2012-12-14
0.1778,22.6315,1.666,2.4478,7.164,2.0051,14.2576,2012-12-17
0.1708,22.6776,1.6541,2.4399,7.1604,1.9964,14.2925,2012-12-18
0.1708,22.6059,1.6538,2.4377,7.1982,1.9955,14.0396,2012-12-19
0.1709,22.5707,1.654,2.4425,7.2017,2.0056,14.0468,2012-12-20
0.1763,22.4057,1.6298,2.4379,7.2927,2.0054,13.5203,2012-12-26
0.1765,22.3174,1.6302,2.4267,7.2893,2.0004,13.5192,2012-12-27
0.1766,22.3295,1.6294,2.427,7.2885,1.999,13.569,2012-12-28
0.1774,22.4098,1.673,2.4267,7.283,1.996,14.1541,2013-01-02
0.1775,22.4175,1.6743,2.4295,7.2845,1.9959,14.1566,2013-01-03
0.1776,22.4034,1.6747,2.4261,7.239,1.999,14.1623,2013-01-04
0.1777,22.3253,1.6758,2.4256,7.2197,1.9968,13.9947,2013-01-07
0.1778,22.3257,1.6777,2.4259,7.2149,2.0093,13.9067,2013-01-08
0.1779,22.282,1.6806,2.4264,7.2142,2.0093,13.8195,2013-01-09
0.178,22.2813,1.6771,2.4273,7.21,2.0079,13.8044,2013-01-10
0.1781,22.2318,1.6768,2.4258,7.213,2.0069,13.7507,2013-01-11
0.1782,22.2425,1.6772,2.4231,7.2119,2.0063,13.7495,2013-01-14
0.1783,22.2461,1.677,2.4225,7.2071,2.0056,13.7474,2013-01-15
0.1783,22.1971,1.6721,2.4228,7.2081,2.0064,13.6897,2013-01-16
0.1784,22.0337,1.6713,2.431,7.2068,2.024,13.3944,2013-01-17
0.1785,22.034,1.6714,2.4338,7.2055,2.0243,13.3965,2013-01-18
0.1793,22.0067,1.6656,2.4089,7.1945,2.0108,13.3804,2013-01-22
0.1794,22.0028,1.6654,2.399,7.1643,2.0084,13.3547,2013-01-23
0.1732,22.0368,1.6692,2.4621,7.118,2.0191,13.3547,2013-01-24
0.1741,21.9663,1.671,2.4617,7.0434,2.0193,13.2917,2013-01-28
0.1741,21.9717,1.6663,2.4605,7.04,2.0209,13.2617,2013-01-29
0.1498,21.6174,1.6602,2.4585,7.0444,2.0239,13.2288,2013-01-30
0.1498,21.6285,1.6596,2.4569,7.0374,2.0164,13.2326,2013-01-31
0.1498,21.6054,1.6607,2.4551,7.0411,2.0135,13.2638,2013-02-01
0.1498,21.6447,1.6621,2.4564,7.0396,2.0149,13.3166,2013-02-04
0.1498,21.6305,1.6617,2.4703,7.0781,2.0231,13.3512,2013-02-05
0.1498,21.6121,1.6552,2.4732,7.0781,2.0228,13.3259,2013-02-06
0.1498,21.6326,1.6575,2.4775,7.0628,2.0276,13.328,2013-02-07
0.1498,21.6337,1.657,2.4766,7.0637,2.025,13.3364,2013-02-08
0.1497,21.5954,1.6565,2.4765,7.0559,2.0235,13.3249,2013-02-13
0.1419,21.4552,1.6574,2.4847,7.062,2.0236,13.3218,2013-02-14
