Variação_12_Meses_(%),data
0.1203,2012-02-07
0.1211,2012-02-08
0.1217,2012-02-09
0.1213,2012-02-10
0.1228,2012-02-13
0.1229,2012-02-14
0.1244,2012-02-15
0.1252,2012-02-16
0.1245,2012-02-17
0.125,2012-02-22
0.1248,2012-02-23
0.1257,2012-02-24
0.1252,2012-02-27
0.126,2012-02-29
0.1287,2012-03-01
0.1303,2012-03-02
0.1284,2012-03-05
0.1264,2012-03-06
0.1279,2012-03-07
0.1289,2012-03-08
0.1295,2012-03-09
0.1289,2012-03-12
0.1321,2012-03-13
0.1314,2012-03-14
0.1308,2012-03-15
0.1304,2012-03-16
0.1293,2012-03-19
0.1295,2012-03-20
0.1286,2012-03-21
0.1263,2012-03-22
0.1264,2012-03-23
0.1274,2012-03-26
0.1275,2012-03-27
0.1263,2012-03-28
0.1258,2012-03-29
0.1259,2012-03-30
0.128,2012-04-02
0.1272,2012-04-03
0.1255,2012-04-04
0.1255,2012-04-05
0.1236,2012-04-09
0.1214,2012-04-10
0.1211,2012-04-11
0.1226,2012-04-12
0.1218,2012-04-13
0.1215,2012-04-16
0.1211,2012-04-17
0.1206,2012-04-18
0.12,2012-04-19
0.1195,2012-04-20
0.1188,2012-04-23
0.1201,2012-04-24
0.1201,2012-04-25
0.1211,2012-04-26
0.1219,2012-04-27
0.1227,2012-04-30
0.125,2012-05-02
0.1247,2012-05-03
0.1243,2012-05-04
0.1272,2012-05-07
0.1247,2012-05-08
0.1227,2012-05-09
0.1243,2012-05-10
0.1238,2012-05-11
0.1226,2012-05-14
0.122,2012-05-15
0.1212,2012-05-16
0.1193,2012-05-17
0.1208,2012-05-18
0.123,2012-05-21
0.1194,2012-05-22
0.1183,2012-05-23
0.1156,2012-05-24
0.1159,2012-05-25
0.118,2012-05-29
0.1168,2012-05-30
0.1185,2012-05-31
0.1173,2012-06-01
0.115,2012-06-04
0.115,2012-06-05
0.1173,2012-06-06
0.1184,2012-06-08
0.1182,2012-06-11
0.1188,2012-06-12
0.1194,2012-06-13
0.1185,2012-06-14
0.1182,2012-06-15
0.1178,2012-06-18
0.1204,2012-06-19
0.1198,2012-06-20
0.1185,2012-06-21
0.1198,2012-06-22
0.1182,2012-06-25
0.1184,2012-06-26
0.1174,2012-06-27
0.1178,2012-06-28
0.1207,2012-06-29
0.1212,2012-07-02
0.1231,2012-07-03
0.1243,2012-07-05
0.1236,2012-07-06
0.1226,2012-07-10
0.1228,2012-07-11
0.1226,2012-07-12
0.1241,2012-07-13
0.1222,2012-07-16
0.1221,2012-07-17
0.1229,2012-07-18
0.1231,2012-07-19
0.1228,2012-07-20
0.1227,2012-07-23
0.1221,2012-07-24
0.1227,2012-07-25
0.1249,2012-07-26
0.1269,2012-07-27
0.1265,2012-07-30
0.1263,2012-07-31
0.127,2012-08-01
0.1268,2012-08-02
0.1274,2012-08-03
0.1285,2012-08-06
0.1269,2012-08-07
0.1281,2012-08-08
0.1283,2012-08-09
0.1287,2012-08-10
0.1295,2012-08-13
0.1283,2012-08-14
0.1284,2012-08-15
0.1282,2012-08-16
0.1293,2012-08-17
0.1301,2012-08-20
0.1338,2012-08-21
0.1338,2012-08-22
0.1383,2012-08-23
0.1344,2012-08-24
0.1344,2012-08-27
0.1327,2012-08-28
0.1307,2012-08-29
0.1282,2012-08-30
0.1281,2012-08-31
0.1263,2012-09-04
0.1286,2012-09-05
0.1304,2012-09-06
0.1298,2012-09-10
0.1284,2012-09-11
0.1287,2012-09-12
0.1315,2012-09-13
0.1257,2012-09-14
0.1248,2012-09-17
0.1225,2012-09-19
0.1175,2012-09-20
0.1203,2012-09-21
0.1204,2012-09-24
0.1191,2012-09-25
0.1202,2012-09-26
0.1196,2012-09-27
0.1194,2012-09-28
0.1192,2012-10-01
0.1189,2012-10-02
0.1176,2012-10-04
0.1203,2012-10-05
0.1213,2012-10-08
0.1225,2012-10-09
0.1252,2012-10-10
0.1248,2012-10-11
0.1233,2012-10-15
0.1235,2012-10-16
0.1241,2012-10-17
0.124,2012-10-18
0.1241,2012-10-19
0.1244,2012-10-22
0.1242,2012-10-23
0.1224,2012-10-24
0.1214,2012-10-25
0.122,2012-10-26
0.1204,2012-10-31
0.1207,2012-11-01
0.12,2012-11-05
0.1208,2012-11-06
0.1211,2012-11-07
0.1182,2012-11-08
0.1178,2012-11-09
0.1194,2012-11-12
0.1176,2012-11-13
0.114,2012-11-14
0.1146,2012-11-16
0.1146,2012-11-19
0.112,2012-11-21
0.1134,2012-11-23
0.1136,2012-11-26
0.1155,2012-11-27
0.1148,2012-11-28
0.1155,2012-11-29
0.115,2012-11-30
0.1161,2012-12-03
0.1171,2012-12-04
0.1176,2012-12-05
0.1177,2012-12-06
0.1182,2012-12-07
0.1179,2012-12-10
0.1199,2012-12-11
0.1203,2012-12-12
0.1215,2012-12-13
0.1226,2012-12-14
0.1233,2012-12-17
0.123,2012-12-18
0.1224,2012-12-19
0.1227,2012-12-20
0.1201,2012-12-26
0.1192,2012-12-27
0.1196,2012-12-28
0.1215,2013-01-02
0.1216,2013-01-03
0.121,2013-01-04
0.1216,2013-01-07
0.12,2013-01-08
0.1215,2013-01-09
0.1217,2013-01-10
0.1224,2013-01-11
0.1232,2013-01-14
0.123,2013-01-15
0.1239,2013-01-16
0.122,2013-01-17
0.1215,2013-01-18
0.122,2013-01-22
0.1222,2013-01-23
0.1195,2013-01-24
0.1201,2013-01-28
0.1198,2013-01-29
0.1153,2013-01-30
0.1156,2013-01-31
0.1171,2013-02-01
0.1155,2013-02-04
0.1142,2013-02-05
0.1122,2013-02-06
0.111,2013-02-07
0.1112,2013-02-08
0.1118,2013-02-13
0.1091,2013-02-14
0.1071,2013-02-15
0.106,2013-02-19
0.1034,2013-02-20
0.1035,2013-02-21
0.1032,2013-02-22
0.1011,2013-02-25
0.101,2013-02-26
0.1011,2013-02-27
0.1008,2013-02-28
0.0992,2013-03-01
0.0982,2013-03-04
0.0974,2013-03-05
0.0993,2013-03-06
0.0986,2013-03-07
0.0975,2013-03-08
0.0975,2013-03-11
0.0978,2013-03-12
0.095,2013-03-13
0.0956,2013-03-14
0.0948,2013-03-15
0.0938,2013-03-18
0.0925,2013-03-19
0.0921,2013-03-20
0.0913,2013-03-21
0.0915,2013-03-22
0.0917,2013-03-25
0.0906,2013-03-26
0.0899,2013-03-27
0.0884,2013-03-28
0.088,2013-04-01
0.089,2013-04-02
0.0874,2013-04-03
0.0844,2013-04-04
0.0846,2013-04-05
0.085,2013-04-08
0.0837,2013-04-09
0.0847,2013-04-10
0.0845,2013-04-11
0.0827,2013-04-12
0.08,2013-04-15
0.0815,2013-04-16
0.0803,2013-04-17
0.0843,2013-04-18
0.085,2013-04-19
0.085,2013-04-22
0.0864,2013-04-23
0.087,2013-04-24
0.0867,2013-04-25
0.0863,2013-04-26
0.0858,2013-04-29
0.0875,2013-04-30
0.088,2013-05-02
0.0879,2013-05-03
0.0888,2013-05-06
0.091,2013-05-07
0.0912,2013-05-08
0.0887,2013-05-09
0.089,2013-05-10
0.0886,2013-05-13
0.0876,2013-05-14
0.0878,2013-05-15
0.0864,2013-05-16
0.0864,2013-05-17
0.0872,2013-05-20
0.087,2013-05-21
0.0865,2013-05-22
0.0853,2013-05-23
0.0843,2013-05-24
0.0835,2013-05-28
0.0809,2013-05-29
0.0763,2013-05-31
0.076,2013-06-03
0.0753,2013-06-04
0.0749,2013-06-05
0.0751,2013-06-06
0.0726,2013-06-07
0.0707,2013-06-10
0.0689,2013-06-11
0.0682,2013-06-12
0.0715,2013-06-13
0.071,2013-06-14
0.0692,2013-06-17
0.0659,2013-06-18
0.0665,2013-06-19
0.0663,2013-06-20
0.0682,2013-06-21
0.0677,2013-06-24
0.0691,2013-06-25
0.0707,2013-06-26
0.0712,2013-06-27
0.0719,2013-06-28
0.0734,2013-07-01
0.0726,2013-07-02
0.0708,2013-07-03
0.0687,2013-07-05
0.07,2013-07-08
0.0688,2013-07-10
0.0691,2013-07-11
0.0682,2013-07-12
0.0691,2013-07-15
0.069,2013-07-16
0.0686,2013-07-17
0.0693,2013-07-18
0.0712,2013-07-19
0.0729,2013-07-22
0.075,2013-07-23
0.0743,2013-07-24
0.0753,2013-07-25
0.0757,2013-07-26
0.0724,2013-07-29
0.0702,2013-07-30
0.0686,2013-07-31
0.0683,2013-08-01
0.0691,2013-08-05
0.0682,2013-08-06
0.0678,2013-08-07
0.0698,2013-08-08
0.0697,2013-08-09
0.0694,2013-08-13
0.0684,2013-08-14
0.0668,2013-08-15
0.0654,2013-08-16
0.0645,2013-08-19
0.0657,2013-08-20
0.0652,2013-08-21
0.0666,2013-08-22
0.0678,2013-08-23
0.0649,2013-08-26
0.0623,2013-08-27
0.063,2013-08-28
0.0616,2013-08-29
0.0624,2013-08-30
0.0631,2013-09-03
0.0622,2013-09-04
0.0624,2013-09-05
0.0626,2013-09-06
0.0632,2013-09-09
0.0634,2013-09-10
0.0632,2013-09-11
0.0634,2013-09-12
0.0637,2013-09-13
0.0639,2013-09-16
0.0645,2013-09-17
0.068,2013-09-18
0.0672,2013-09-19
0.0661,2013-09-20
0.0675,2013-09-23
0.0674,2013-09-24
0.0673,2013-09-25
0.0658,2013-09-26
0.0666,2013-09-27
0.0655,2013-09-30
0.0661,2013-10-01
0.0656,2013-10-02
0.0647,2013-10-03
0.0641,2013-10-04
0.0641,2013-10-07
0.0629,2013-10-08
0.0631,2013-10-09
0.0605,2013-10-10
0.0607,2013-10-11
0.0618,2013-10-14
0.0624,2013-10-15
0.0628,2013-10-16
0.0618,2013-10-17
0.0611,2013-10-18
0.0625,2013-10-21
0.0637,2013-10-22
0.0631,2013-10-23
0.0631,2013-10-24
0.0619,2013-10-25
0.0625,2013-10-28
0.0623,2013-10-29
0.0599,2013-10-30
0.0597,2013-10-31
0.0594,2013-11-01
0.0603,2013-11-04
0.0583,2013-11-05
0.0575,2013-11-06
0.0553,2013-11-07
0.0547,2013-11-08
0.0554,2013-11-11
0.056,2013-11-12
0.0575,2013-11-13
0.0608,2013-11-14
0.0625,2013-11-18
0.0601,2013-11-19
0.0601,2013-11-21
0.0597,2013-11-22
0.0574,2013-11-25
0.0574,2013-11-26
0.0571,2013-11-27
0.0595,2013-11-29
0.0589,2013-12-02
0.0581,2013-12-03
0.0588,2013-12-04
0.0594,2013-12-05
0.0617,2013-12-06
0.0624,2013-12-09
0.0611,2013-12-10
0.0605,2013-12-11
0.059,2013-12-12
0.0597,2013-12-13
0.0597,2013-12-16
0.0587,2013-12-17
0.0584,2013-12-18
0.0589,2013-12-19
0.0573,2013-12-20
0.0571,2013-12-23
0.0572,2013-12-26
0.0559,2013-12-27
0.0562,2013-12-30
0.055,2014-01-02
0.0554,2014-01-03
0.0551,2014-01-06
0.0546,2014-01-07
0.0547,2014-01-08
0.0533,2014-01-09
0.0529,2014-01-10
0.0511,2014-01-13
0.0515,2014-01-14
0.0521,2014-01-15
0.0515,2014-01-16
0.0505,2014-01-17
0.0463,2014-01-21
0.0462,2014-01-22
0.0448,2014-01-23
0.0441,2014-01-24
0.0446,2014-01-27
0.0438,2014-01-28
0.0421,2014-01-29
0.041,2014-01-30
0.0414,2014-01-31
0.0392,2014-02-03
0.0407,2014-02-04
0.0409,2014-02-05
0.0429,2014-02-06
0.0441,2014-02-07
0.0435,2014-02-10
0.0465,2014-02-11
0.047,2014-02-12
0.046,2014-02-13
0.048,2014-02-14
0.048,2014-02-18
0.0478,2014-02-19
0.0496,2014-02-20
0.0509,2014-02-21
0.0519,2014-02-24
0.0522,2014-02-25
0.0525,2014-02-26
0.0539,2014-02-27
0.0544,2014-02-28
0.0547,2014-03-05
0.0557,2014-03-06
0.0566,2014-03-07
0.0552,2014-03-10
0.0555,2014-03-11
0.0559,2014-03-12
0.0552,2014-03-13
0.0538,2014-03-14
0.0541,2014-03-17
0.0551,2014-03-18
0.0556,2014-03-19
0.0566,2014-03-20
0.0551,2014-03-21
0.0557,2014-03-24
0.0565,2014-03-25
0.0564,2014-03-26
0.0583,2014-03-27
0.06,2014-03-28
0.0607,2014-03-31
0.061,2014-04-01
0.0629,2014-04-02
0.0638,2014-04-03
0.0632,2014-04-04
0.0646,2014-04-07
0.0638,2014-04-08
0.0639,2014-04-09
0.0628,2014-04-10
0.0629,2014-04-11
0.0627,2014-04-14
0.0632,2014-04-15
0.0651,2014-04-16
0.0662,2014-04-17
0.0666,2014-04-22
0.0651,2014-04-23
0.0654,2014-04-24
0.0646,2014-04-25
0.0639,2014-04-28
0.0656,2014-04-29
0.0677,2014-04-30
0.0723,2014-05-02
0.0715,2014-05-05
0.0727,2014-05-06
0.0705,2014-05-07
0.0687,2014-05-08
0.0676,2014-05-09
0.0677,2014-05-12
0.0679,2014-05-13
0.0692,2014-05-14
0.0695,2014-05-15
0.069,2014-05-16
0.0675,2014-05-19
0.0664,2014-05-20
0.0667,2014-05-21
0.0678,2014-05-22
0.0668,2014-05-23
0.0671,2014-05-27
0.0688,2014-05-28
0.0694,2014-05-29
0.0695,2014-05-30
0.0697,2014-06-02
0.0691,2014-06-03
0.0699,2014-06-04
0.07,2014-06-05
0.0725,2014-06-06
0.0727,2014-06-09
0.073,2014-06-10
0.0742,2014-06-11
0.0756,2014-06-13
0.0757,2014-06-16
0.0763,2014-06-17
0.0821,2014-06-18
0.0816,2014-06-20
0.0806,2014-06-23
0.083,2014-06-24
0.0833,2014-06-25
0.085,2014-06-26
0.0863,2014-06-27
0.0896,2014-06-30
0.0916,2014-07-01
0.0883,2014-07-02
0.092,2014-07-03
0.0936,2014-07-07
0.0951,2014-07-08
0.0992,2014-07-10
0.0996,2014-07-11
0.1012,2014-07-14
0.1011,2014-07-15
0.0984,2014-07-16
0.0981,2014-07-17
0.0984,2014-07-18
0.0996,2014-07-21
0.1005,2014-07-22
0.1013,2014-07-23
0.1014,2014-07-24
0.1027,2014-07-25
0.1019,2014-07-28
0.1011,2014-07-29
0.0998,2014-07-30
0.0994,2014-07-31
0.0972,2014-08-01
0.0974,2014-08-04
0.095,2014-08-05
0.0952,2014-08-06
0.094,2014-08-07
0.0924,2014-08-08
0.0932,2014-08-11
0.0935,2014-08-12
0.0919,2014-08-13
0.0924,2014-08-14
0.095,2014-08-15
0.0974,2014-08-18
0.0985,2014-08-19
0.0986,2014-08-20
0.0983,2014-08-21
0.1001,2014-08-22
0.1015,2014-08-25
0.1001,2014-08-26
0.1001,2014-08-27
0.1004,2014-08-28
0.1027,2014-08-29
0.1049,2014-09-02
0.1047,2014-09-03
0.1049,2014-09-04
0.104,2014-09-05
0.1032,2014-09-08
0.1004,2014-09-09
0.0981,2014-09-10
0.1002,2014-09-11
0.0995,2014-09-12
0.1011,2014-09-15
0.1034,2014-09-16
0.1036,2014-09-17
0.1009,2014-09-18
0.1005,2014-09-19
0.0988,2014-09-22
0.0973,2014-09-23
0.0979,2014-09-24
0.0968,2014-09-25
0.0989,2014-09-26
0.0957,2014-09-29
0.095,2014-09-30
0.0933,2014-10-01
0.0934,2014-10-02
0.0923,2014-10-03
0.0952,2014-10-06
0.0964,2014-10-07
0.0962,2014-10-08
0.096,2014-10-09
0.0937,2014-10-10
0.0969,2014-10-13
0.0968,2014-10-14
0.0963,2014-10-15
0.0937,2014-10-16
0.0958,2014-10-17
0.0944,2014-10-20
0.0915,2014-10-21
0.092,2014-10-22
0.091,2014-10-23
0.0918,2014-10-24
0.0918,2014-10-27
0.0938,2014-10-28
0.0911,2014-10-29
0.0903,2014-10-30
0.0931,2014-10-31
0.0938,2014-11-03
0.0939,2014-11-04
0.0933,2014-11-05
0.0912,2014-11-06
0.0923,2014-11-07
0.0924,2014-11-10
0.0927,2014-11-11
0.0924,2014-11-12
0.0915,2014-11-13
0.0919,2014-11-14
0.0912,2014-11-17
0.0928,2014-11-18
0.0938,2014-11-19
0.0981,2014-11-21
0.0995,2014-11-25
0.1014,2014-11-26
0.1026,2014-11-28
0.099,2014-12-01
0.0984,2014-12-02
0.0972,2014-12-03
0.0952,2014-12-04
0.0952,2014-12-05
0.0953,2014-12-08
0.0953,2014-12-09
0.0941,2014-12-10
0.0955,2014-12-11
0.0932,2014-12-12
0.0909,2014-12-15
0.0882,2014-12-16
0.0921,2014-12-17
0.0936,2014-12-18
0.095,2014-12-19
0.0954,2014-12-22
0.0967,2014-12-23
0.0958,2014-12-26
0.0962,2014-12-29
0.0963,2014-12-30
0.0953,2015-01-02
0.0948,2015-01-05
0.0949,2015-01-06
0.0973,2015-01-07
0.0972,2015-01-08
0.0952,2015-01-09
0.0946,2015-01-12
0.0949,2015-01-13
0.0943,2015-01-14
0.0948,2015-01-15
0.0958,2015-01-16
0.0963,2015-01-20
0.0975,2015-01-21
0.0977,2015-01-22
0.0979,2015-01-23
0.0973,2015-01-26
0.0983,2015-01-27
0.0966,2015-01-28
0.0989,2015-01-29
0.0983,2015-01-30
0.0987,2015-02-02
0.1018,2015-02-03
0.1031,2015-02-04
0.1047,2015-02-05
0.1041,2015-02-06
0.1062,2015-02-09
0.1066,2015-02-10
0.1062,2015-02-11
0.1081,2015-02-12
0.1108,2015-02-13
0.113,2015-02-18
0.1128,2015-02-19
0.1154,2015-02-20
0.1144,2015-02-23
0.1151,2015-02-24
0.1139,2015-02-25
0.113,2015-02-26
0.1142,2015-02-27
0.1131,2015-03-02
0.1139,2015-03-03
0.1138,2015-03-04
0.1129,2015-03-05
0.1128,2015-03-06
0.1114,2015-03-09
0.1095,2015-03-10
0.1104,2015-03-11
0.1104,2015-03-12
0.112,2015-03-13
0.1121,2015-03-16
0.1126,2015-03-17
0.1145,2015-03-18
0.1144,2015-03-19
0.1148,2015-03-20
0.1153,2015-03-23
0.1161,2015-03-24
0.1164,2015-03-25
0.1145,2015-03-26
0.1146,2015-03-27
0.117,2015-03-30
0.1166,2015-03-31
0.1173,2015-04-01
0.1177,2015-04-02
0.1178,2015-04-06
0.1175,2015-04-07
0.1168,2015-04-08
0.1164,2015-04-09
0.1177,2015-04-10
0.1165,2015-04-13
0.1158,2015-04-14
0.116,2015-04-15
0.1155,2015-04-16
0.1127,2015-04-17
0.1109,2015-04-20
0.1126,2015-04-22
0.1128,2015-04-23
0.1143,2015-04-24
0.114,2015-04-27
0.1147,2015-04-28
0.1142,2015-04-29
0.1143,2015-04-30
0.1166,2015-05-04
0.1158,2015-05-05
0.1141,2015-05-06
0.1139,2015-05-07
0.1154,2015-05-08
0.1154,2015-05-11
0.1148,2015-05-12
0.1149,2015-05-13
0.1159,2015-05-14
0.1172,2015-05-15
0.1144,2015-05-18
0.1131,2015-05-19
0.1133,2015-05-20
0.1135,2015-05-21
0.1146,2015-05-22
0.1156,2015-05-26
0.1153,2015-05-27
0.1156,2015-05-28
0.1133,2015-05-29
0.1142,2015-06-01
0.1142,2015-06-02
0.114,2015-06-03
0.1146,2015-06-05
0.1144,2015-06-08
0.1131,2015-06-09
0.1144,2015-06-10
0.114,2015-06-11
0.1128,2015-06-12
0.1123,2015-06-15
0.1136,2015-06-16
0.1131,2015-06-17
0.1142,2015-06-18
0.1142,2015-06-19
0.1152,2015-06-22
0.1133,2015-06-23
0.1122,2015-06-24
0.111,2015-06-25
0.1113,2015-06-26
0.1087,2015-06-29
0.1093,2015-06-30
0.1097,2015-07-01
0.1096,2015-07-02
0.1107,2015-07-06
0.112,2015-07-07
0.1113,2015-07-08
0.114,2015-07-10
0.1145,2015-07-13
0.1157,2015-07-14
0.1158,2015-07-15
0.1164,2015-07-16
0.1165,2015-07-17
0.1156,2015-07-20
0.1153,2015-07-21
0.1151,2015-07-22
0.1115,2015-07-23
0.1101,2015-07-24
0.1082,2015-07-27
0.1093,2015-07-28
0.1101,2015-07-29
0.1119,2015-07-30
0.1121,2015-07-31
0.1104,2015-08-03
0.1092,2015-08-04
0.11,2015-08-05
0.1077,2015-08-06
0.1048,2015-08-07
0.1066,2015-08-10
0.1072,2015-08-11
0.1069,2015-08-12
0.108,2015-08-13
0.1085,2015-08-14
0.1076,2015-08-17
0.1099,2015-08-18
0.1083,2015-08-19
0.1086,2015-08-20
0.1061,2015-08-21
0.1012,2015-08-24
0.102,2015-08-25
0.1067,2015-08-26
0.108,2015-08-27
0.106,2015-08-28
0.1031,2015-08-31
0.0998,2015-09-01
0.1,2015-09-02
0.1018,2015-09-03
0.0997,2015-09-04
0.0999,2015-09-08
0.0999,2015-09-09
0.0975,2015-09-10
0.0988,2015-09-11
0.0994,2015-09-14
0.0984,2015-09-15
0.1001,2015-09-16
0.1013,2015-09-17
0.098,2015-09-18
0.0989,2015-09-21
0.0996,2015-09-22
0.0976,2015-09-23
0.1003,2015-09-24
0.1013,2015-09-25
0.0956,2015-09-28
0.0958,2015-09-29
0.0984,2015-09-30
0.1001,2015-10-01
0.1049,2015-10-02
0.1072,2015-10-05
0.1074,2015-10-06
0.1068,2015-10-07
0.1088,2015-10-08
0.1064,2015-10-09
0.1079,2015-10-13
0.1073,2015-10-14
0.1105,2015-10-15
0.1104,2015-10-16
0.1092,2015-10-19
0.107,2015-10-20
0.1068,2015-10-21
0.1096,2015-10-22
0.1098,2015-10-23
0.1125,2015-10-26
0.1107,2015-10-27
0.1103,2015-10-28
0.1112,2015-10-29
0.1133,2015-10-30
0.1142,2015-11-03
0.1165,2015-11-04
0.1187,2015-11-05
0.118,2015-11-06
0.1186,2015-11-09
0.1176,2015-11-10
0.1196,2015-11-11
0.1171,2015-11-12
0.1185,2015-11-13
0.1197,2015-11-16
0.1167,2015-11-17
0.118,2015-11-18
0.1195,2015-11-19
0.1206,2015-11-23
0.1207,2015-11-24
0.1182,2015-11-25
0.1159,2015-11-27
0.1161,2015-11-30
0.1162,2015-12-01
0.1178,2015-12-02
0.1177,2015-12-03
0.118,2015-12-04
0.1174,2015-12-07
0.1155,2015-12-08
0.1139,2015-12-09
0.1121,2015-12-10
0.112,2015-12-11
0.1109,2015-12-14
0.1145,2015-12-15
0.1146,2015-12-16
0.1155,2015-12-17
0.1144,2015-12-18
0.1132,2015-12-21
0.1159,2015-12-22
0.1177,2015-12-23
0.1188,2015-12-28
0.1191,2015-12-29
0.1217,2015-12-30
0.1227,2016-01-04
0.1253,2016-01-05
0.1233,2016-01-06
0.1214,2016-01-07
0.1194,2016-01-08
0.1176,2016-01-11
0.1162,2016-01-12
0.1155,2016-01-13
0.1155,2016-01-14
0.1149,2016-01-15
0.1159,2016-01-19
0.1164,2016-01-20
0.119,2016-01-21
0.1182,2016-01-22
0.1172,2016-01-26
0.1182,2016-01-27
0.1204,2016-01-28
0.1225,2016-01-29
0.1239,2016-02-01
0.1193,2016-02-02
0.1188,2016-02-03
0.1189,2016-02-04
0.118,2016-02-05
0.1181,2016-02-10
0.1167,2016-02-11
0.1189,2016-02-12
0.1235,2016-02-16
0.126,2016-02-17
0.1244,2016-02-18
0.1251,2016-02-19
0.1256,2016-02-22
0.1224,2016-02-23
0.1219,2016-02-24
0.1218,2016-02-25
0.1214,2016-02-26
0.1232,2016-02-29
0.1268,2016-03-01
0.1288,2016-03-02
0.129,2016-03-03
0.1298,2016-03-04
0.1282,2016-03-07
0.1281,2016-03-08
0.1283,2016-03-09
0.1295,2016-03-10
0.13,2016-03-11
0.1288,2016-03-14
0.126,2016-03-15
0.1259,2016-03-16
0.1308,2016-03-17
0.1309,2016-03-18
0.132,2016-03-21
0.1329,2016-03-22
0.1305,2016-03-23
0.1301,2016-03-24
0.1338,2016-03-28
0.1332,2016-03-29
0.132,2016-03-30
0.1284,2016-03-31
