Variação_12_Meses_(%),data
0.1144,2012-02-07
0.1158,2012-02-08
0.1163,2012-02-09
0.1142,2012-02-10
0.1191,2012-02-13
0.1194,2012-02-14
0.1231,2012-02-15
0.1247,2012-02-16
0.1233,2012-02-17
0.1246,2012-02-22
0.124,2012-02-23
0.1252,2012-02-24
0.1245,2012-02-27
0.1259,2012-02-29
0.1305,2012-03-01
0.1327,2012-03-02
0.1282,2012-03-05
0.124,2012-03-06
0.1269,2012-03-07
0.1284,2012-03-08
0.1288,2012-03-09
0.1287,2012-03-12
0.1365,2012-03-13
0.1355,2012-03-14
0.1349,2012-03-15
0.1339,2012-03-16
0.1324,2012-03-19
0.1342,2012-03-20
0.1327,2012-03-21
0.1284,2012-03-22
0.1286,2012-03-23
0.131,2012-03-26
0.132,2012-03-27
0.1298,2012-03-28
0.1289,2012-03-29
0.1296,2012-03-30
0.1344,2012-04-02
0.1327,2012-04-03
0.1289,2012-04-04
0.1295,2012-04-05
0.1264,2012-04-09
0.1216,2012-04-10
0.1211,2012-04-11
0.1246,2012-04-12
0.1227,2012-04-13
0.1219,2012-04-16
0.1221,2012-04-17
0.1215,2012-04-18
0.1192,2012-04-19
0.118,2012-04-20
0.1161,2012-04-23
0.1179,2012-04-24
0.1184,2012-04-25
0.1208,2012-04-26
0.1225,2012-04-27
0.1233,2012-04-30
0.1273,2012-05-02
0.1264,2012-05-03
0.124,2012-05-04
0.1296,2012-05-07
0.1252,2012-05-08
0.1206,2012-05-09
0.1227,2012-05-10
0.1212,2012-05-11
0.1176,2012-05-14
0.1165,2012-05-15
0.1152,2012-05-16
0.1116,2012-05-17
0.1152,2012-05-18
0.1205,2012-05-21
0.1156,2012-05-22
0.1134,2012-05-23
0.1098,2012-05-24
0.11,2012-05-25
0.1156,2012-05-29
0.1128,2012-05-30
0.1171,2012-05-31
0.1148,2012-06-01
0.1123,2012-06-04
0.1124,2012-06-05
0.1188,2012-06-06
0.1209,2012-06-08
0.1211,2012-06-11
0.1223,2012-06-12
0.1233,2012-06-13
0.1219,2012-06-14
0.122,2012-06-15
0.1217,2012-06-18
0.1277,2012-06-19
0.1259,2012-06-20
0.123,2012-06-21
0.1266,2012-06-22
0.1228,2012-06-25
0.1235,2012-06-26
0.1208,2012-06-27
0.1215,2012-06-28
0.1278,2012-06-29
0.1288,2012-07-02
0.1333,2012-07-03
0.1354,2012-07-05
0.1333,2012-07-06
0.1307,2012-07-10
0.1312,2012-07-11
0.1306,2012-07-12
0.1343,2012-07-13
0.1299,2012-07-16
0.1297,2012-07-17
0.131,2012-07-18
0.1303,2012-07-19
0.1292,2012-07-20
0.1288,2012-07-23
0.1276,2012-07-24
0.1297,2012-07-25
0.1355,2012-07-26
0.1408,2012-07-27
0.14,2012-07-30
0.1399,2012-07-31
0.1405,2012-08-01
0.1401,2012-08-02
0.1421,2012-08-03
0.1441,2012-08-06
0.1404,2012-08-07
0.1415,2012-08-08
0.1421,2012-08-09
0.1436,2012-08-10
0.1456,2012-08-13
0.1441,2012-08-14
0.1453,2012-08-15
0.1459,2012-08-16
0.1487,2012-08-17
0.1508,2012-08-20
0.1586,2012-08-21
0.1579,2012-08-22
0.1679,2012-08-23
0.1594,2012-08-24
0.1605,2012-08-27
0.1572,2012-08-28
0.1543,2012-08-29
0.1481,2012-08-30
0.1494,2012-08-31
0.1459,2012-09-04
0.1515,2012-09-05
0.1568,2012-09-06
0.1563,2012-09-10
0.1536,2012-09-11
0.1542,2012-09-12
0.1607,2012-09-13
0.1509,2012-09-14
0.1495,2012-09-17
0.1461,2012-09-19
0.1402,2012-09-20
0.1452,2012-09-21
0.1453,2012-09-24
0.1413,2012-09-25
0.1444,2012-09-26
0.1434,2012-09-27
0.1427,2012-09-28
0.1418,2012-10-01
0.1406,2012-10-02
0.1377,2012-10-04
0.1411,2012-10-05
0.1438,2012-10-08
0.1465,2012-10-09
0.152,2012-10-10
0.1516,2012-10-11
0.1486,2012-10-15
0.1487,2012-10-16
0.1511,2012-10-17
0.1503,2012-10-18
0.1506,2012-10-19
0.1528,2012-10-22
0.1507,2012-10-23
0.1475,2012-10-24
0.1453,2012-10-25
0.147,2012-10-26
0.1424,2012-10-31
0.1434,2012-11-01
0.1406,2012-11-05
0.1416,2012-11-06
0.1419,2012-11-07
0.1352,2012-11-08
0.1345,2012-11-09
0.1364,2012-11-12
0.1323,2012-11-13
0.1253,2012-11-14
0.1263,2012-11-16
0.1269,2012-11-19
0.1212,2012-11-21
0.1244,2012-11-23
0.1251,2012-11-26
0.128,2012-11-27
0.1263,2012-11-28
0.1283,2012-11-29
0.1265,2012-11-30
0.1287,2012-12-03
0.1319,2012-12-04
0.1325,2012-12-05
0.1314,2012-12-06
0.1336,2012-12-07
0.1341,2012-12-10
0.1382,2012-12-11
0.1383,2012-12-12
0.1412,2012-12-13
0.1429,2012-12-14
0.1451,2012-12-17
0.1463,2012-12-18
0.1439,2012-12-19
0.1447,2012-12-20
0.1392,2012-12-26
0.1377,2012-12-27
0.1387,2012-12-28
0.1424,2013-01-02
0.1421,2013-01-03
0.1408,2013-01-04
0.1425,2013-01-07
0.1386,2013-01-08
0.142,2013-01-09
0.1428,2013-01-10
0.1445,2013-01-11
0.1461,2013-01-14
0.1454,2013-01-15
0.1474,2013-01-16
0.1432,2013-01-17
0.1427,2013-01-18
0.1427,2013-01-22
0.1421,2013-01-23
0.1381,2013-01-24
0.1403,2013-01-28
0.1399,2013-01-29
0.1319,2013-01-30
0.1326,2013-01-31
0.136,2013-02-01
0.1334,2013-02-04
0.1313,2013-02-05
0.1277,2013-02-06
0.1253,2013-02-07
0.1261,2013-02-08
0.1276,2013-02-13
0.123,2013-02-14
0.1195,2013-02-15
0.1176,2013-02-19
0.1139,2013-02-20
0.1133,2013-02-21
0.1138,2013-02-22
0.1098,2013-02-25
0.1103,2013-02-26
0.1115,2013-02-27
0.111,2013-02-28
0.1079,2013-03-01
0.1062,2013-03-04
0.1044,2013-03-05
0.1082,2013-03-06
0.1073,2013-03-07
0.1051,2013-03-08
0.1058,2013-03-11
0.1066,2013-03-12
0.1002,2013-03-13
0.1014,2013-03-14
0.0997,2013-03-15
0.0972,2013-03-18
0.0942,2013-03-19
0.0933,2013-03-20
0.092,2013-03-21
0.0925,2013-03-22
0.0924,2013-03-25
0.0916,2013-03-26
0.0905,2013-03-27
0.0888,2013-03-28
0.0885,2013-04-01
0.0908,2013-04-02
0.0878,2013-04-03
0.0827,2013-04-04
0.0833,2013-04-05
0.0835,2013-04-08
0.0803,2013-04-09
0.0828,2013-04-10
0.0817,2013-04-11
0.0796,2013-04-12
0.0737,2013-04-15
0.0768,2013-04-16
0.0738,2013-04-17
0.079,2013-04-18
0.0803,2013-04-19
0.08,2013-04-22
0.0827,2013-04-23
0.0839,2013-04-24
0.0833,2013-04-25
0.0832,2013-04-26
0.0821,2013-04-29
0.0857,2013-04-30
0.0865,2013-05-02
0.0862,2013-05-03
0.0876,2013-05-06
0.0926,2013-05-07
0.0927,2013-05-08
0.0867,2013-05-09
0.088,2013-05-10
0.0874,2013-05-13
0.0853,2013-05-14
0.0857,2013-05-15
0.0847,2013-05-16
0.086,2013-05-17
0.0882,2013-05-20
0.0884,2013-05-21
0.0865,2013-05-22
0.0848,2013-05-23
0.0836,2013-05-24
0.0826,2013-05-28
0.0777,2013-05-29
0.0715,2013-05-31
0.0728,2013-06-03
0.071,2013-06-04
0.0693,2013-06-05
0.0703,2013-06-06
0.0669,2013-06-07
0.0638,2013-06-10
0.0601,2013-06-11
0.0588,2013-06-12
0.0658,2013-06-13
0.0658,2013-06-14
0.0635,2013-06-17
0.0573,2013-06-18
0.0561,2013-06-19
0.0531,2013-06-20
0.0538,2013-06-21
0.0507,2013-06-24
0.053,2013-06-25
0.0571,2013-06-26
0.0571,2013-06-27
0.0584,2013-06-28
0.0594,2013-07-01
0.0571,2013-07-02
0.0523,2013-07-03
0.049,2013-07-05
0.0514,2013-07-08
0.0495,2013-07-10
0.0507,2013-07-11
0.0481,2013-07-12
0.05,2013-07-15
0.0497,2013-07-16
0.0489,2013-07-17
0.0505,2013-07-18
0.0546,2013-07-19
0.057,2013-07-22
0.062,2013-07-23
0.0597,2013-07-24
0.0619,2013-07-25
0.0633,2013-07-26
0.0563,2013-07-29
0.0526,2013-07-30
0.0489,2013-07-31
0.0489,2013-08-01
0.0507,2013-08-05
0.0486,2013-08-06
0.0471,2013-08-07
0.0513,2013-08-08
0.0507,2013-08-09
0.0506,2013-08-13
0.0491,2013-08-14
0.0456,2013-08-15
0.0427,2013-08-16
0.0417,2013-08-19
0.043,2013-08-20
0.0421,2013-08-21
0.0436,2013-08-22
0.0446,2013-08-23
0.0382,2013-08-26
0.0324,2013-08-27
0.0338,2013-08-28
0.032,2013-08-29
0.0336,2013-08-30
0.0346,2013-09-03
0.0333,2013-09-04
0.0347,2013-09-05
0.0372,2013-09-06
0.0383,2013-09-09
0.0383,2013-09-10
0.0377,2013-09-11
0.0375,2013-09-12
0.0375,2013-09-13
0.0369,2013-09-16
0.0381,2013-09-17
0.0449,2013-09-18
0.0444,2013-09-19
0.0424,2013-09-20
0.0451,2013-09-23
0.0447,2013-09-24
0.045,2013-09-25
0.0411,2013-09-26
0.042,2013-09-27
0.0415,2013-09-30
0.0428,2013-10-01
0.0431,2013-10-02
0.041,2013-10-03
0.0393,2013-10-04
0.0382,2013-10-07
0.0354,2013-10-08
0.0355,2013-10-09
0.0317,2013-10-10
0.0322,2013-10-11
0.0348,2013-10-14
0.036,2013-10-15
0.0377,2013-10-16
0.0371,2013-10-17
0.0359,2013-10-18
0.0394,2013-10-21
0.0417,2013-10-22
0.0406,2013-10-23
0.0411,2013-10-24
0.04,2013-10-25
0.0413,2013-10-28
0.0409,2013-10-29
0.0381,2013-10-30
0.0367,2013-10-31
0.0366,2013-11-01
0.039,2013-11-04
0.0343,2013-11-05
0.033,2013-11-06
0.0286,2013-11-07
0.0276,2013-11-08
0.0281,2013-11-11
0.0295,2013-11-12
0.0318,2013-11-13
0.0385,2013-11-14
0.0416,2013-11-18
0.0371,2013-11-19
0.0371,2013-11-21
0.0375,2013-11-22
0.0326,2013-11-25
0.0332,2013-11-26
0.0319,2013-11-27
0.0362,2013-11-29
0.0355,2013-12-02
0.0337,2013-12-03
0.0345,2013-12-04
0.0353,2013-12-05
0.04,2013-12-06
0.0413,2013-12-09
0.0381,2013-12-10
0.0361,2013-12-11
0.0325,2013-12-12
0.0342,2013-12-13
0.0348,2013-12-16
0.0325,2013-12-17
0.0313,2013-12-18
0.0329,2013-12-19
0.0301,2013-12-20
0.0294,2013-12-23
0.0295,2013-12-26
0.028,2013-12-27
0.0277,2013-12-30
0.0248,2014-01-02
0.0257,2014-01-03
0.0254,2014-01-06
0.0247,2014-01-07
0.0248,2014-01-08
0.0213,2014-01-09
0.0194,2014-01-10
0.0164,2014-01-13
0.0173,2014-01-14
0.0184,2014-01-15
0.0165,2014-01-16
0.0148,2014-01-17
0.0054,2014-01-21
0.0055,2014-01-22
0.0028,2014-01-23
0.0009,2014-01-24
0.0013,2014-01-27
0.0,2014-01-28
-0.0037,2014-01-29
-0.0044,2014-01-30
-0.0042,2014-01-31
-0.0098,2014-02-03
-0.0072,2014-02-04
-0.0079,2014-02-05
-0.0047,2014-02-06
-0.0028,2014-02-07
-0.0047,2014-02-10
-0.0002,2014-02-11
0.0007,2014-02-12
-0.0008,2014-02-13
0.0031,2014-02-14
0.0013,2014-02-18
0.0003,2014-02-19
0.0043,2014-02-20
0.007,2014-02-21
0.0094,2014-02-24
0.0107,2014-02-25
0.0108,2014-02-26
0.0143,2014-02-27
0.0147,2014-02-28
0.0154,2014-03-05
0.0174,2014-03-06
0.0181,2014-03-07
0.0159,2014-03-10
0.0157,2014-03-11
0.0172,2014-03-12
0.0144,2014-03-13
0.0114,2014-03-14
0.0118,2014-03-17
0.0142,2014-03-18
0.0148,2014-03-19
0.0163,2014-03-20
0.0135,2014-03-21
0.0144,2014-03-24
0.0166,2014-03-25
0.016,2014-03-26
0.0209,2014-03-27
0.0234,2014-03-28
0.0251,2014-03-31
0.0259,2014-04-01
0.0297,2014-04-02
0.0314,2014-04-03
0.0306,2014-04-04
0.0338,2014-04-07
0.0329,2014-04-08
0.0333,2014-04-09
0.0297,2014-04-10
0.0296,2014-04-11
0.029,2014-04-14
0.0294,2014-04-15
0.033,2014-04-16
0.0355,2014-04-17
0.0366,2014-04-22
0.0344,2014-04-23
0.0351,2014-04-24
0.0328,2014-04-25
0.0311,2014-04-28
0.0337,2014-04-29
0.0364,2014-04-30
0.0461,2014-05-02
0.0437,2014-05-05
0.0472,2014-05-06
0.0451,2014-05-07
0.0416,2014-05-08
0.0404,2014-05-09
0.0406,2014-05-12
0.041,2014-05-13
0.0431,2014-05-14
0.0428,2014-05-15
0.0417,2014-05-16
0.0387,2014-05-19
0.037,2014-05-20
0.0373,2014-05-21
0.0389,2014-05-22
0.0369,2014-05-23
0.037,2014-05-27
0.0403,2014-05-28
0.0417,2014-05-29
0.0419,2014-05-30
0.0418,2014-06-02
0.041,2014-06-03
0.0417,2014-06-04
0.0412,2014-06-05
0.0456,2014-06-06
0.0461,2014-06-09
0.0471,2014-06-10
0.0489,2014-06-11
0.0503,2014-06-13
0.0504,2014-06-16
0.0519,2014-06-17
0.0608,2014-06-18
0.0591,2014-06-20
0.0584,2014-06-23
0.0634,2014-06-24
0.0637,2014-06-25
0.0659,2014-06-26
0.0684,2014-06-27
0.0759,2014-06-30
0.0799,2014-07-01
0.0733,2014-07-02
0.0797,2014-07-03
0.081,2014-07-07
0.0828,2014-07-08
0.091,2014-07-10
0.0942,2014-07-11
0.099,2014-07-14
0.1011,2014-07-15
0.0955,2014-07-16
0.0936,2014-07-17
0.0951,2014-07-18
0.098,2014-07-21
0.1,2014-07-22
0.1021,2014-07-23
0.1025,2014-07-24
0.1034,2014-07-25
0.1014,2014-07-28
0.099,2014-07-29
0.0956,2014-07-30
0.0946,2014-07-31
0.0902,2014-08-01
0.0908,2014-08-04
0.0861,2014-08-05
0.0859,2014-08-06
0.0841,2014-08-07
0.0811,2014-08-08
0.0822,2014-08-11
0.0833,2014-08-12
0.0807,2014-08-13
0.0812,2014-08-14
0.0866,2014-08-15
0.0905,2014-08-18
0.0931,2014-08-19
0.0928,2014-08-20
0.0928,2014-08-21
0.0964,2014-08-22
0.0997,2014-08-25
0.0969,2014-08-26
0.0972,2014-08-27
0.0978,2014-08-28
0.1019,2014-08-29
0.1061,2014-09-02
0.1054,2014-09-03
0.1061,2014-09-04
0.1054,2014-09-05
0.1042,2014-09-08
0.0995,2014-09-09
0.0951,2014-09-10
0.0987,2014-09-11
0.098,2014-09-12
0.1009,2014-09-15
0.1052,2014-09-16
0.1055,2014-09-17
0.0998,2014-09-18
0.0979,2014-09-19
0.0934,2014-09-22
0.0894,2014-09-23
0.0901,2014-09-24
0.0873,2014-09-25
0.0917,2014-09-26
0.0852,2014-09-29
0.084,2014-09-30
0.08,2014-10-01
0.0801,2014-10-02
0.0776,2014-10-03
0.0844,2014-10-06
0.0869,2014-10-07
0.0868,2014-10-08
0.0861,2014-10-09
0.0814,2014-10-10
0.0878,2014-10-13
0.088,2014-10-14
0.0859,2014-10-15
0.0798,2014-10-16
0.084,2014-10-17
0.0819,2014-10-20
0.0765,2014-10-21
0.0774,2014-10-22
0.0746,2014-10-23
0.0771,2014-10-24
0.0732,2014-10-27
0.0778,2014-10-28
0.072,2014-10-29
0.0725,2014-10-30
0.0764,2014-10-31
0.0761,2014-11-03
0.076,2014-11-04
0.0745,2014-11-05
0.0697,2014-11-06
0.0716,2014-11-07
0.0714,2014-11-10
0.0704,2014-11-11
0.0693,2014-11-12
0.0671,2014-11-13
0.0681,2014-11-14
0.0671,2014-11-17
0.0702,2014-11-18
0.0721,2014-11-19
0.082,2014-11-21
0.0838,2014-11-25
0.087,2014-11-26
0.0881,2014-11-28
0.0817,2014-12-01
0.081,2014-12-02
0.0796,2014-12-03
0.0747,2014-12-04
0.0743,2014-12-05
0.0733,2014-12-08
0.0733,2014-12-09
0.0704,2014-12-10
0.0728,2014-12-11
0.0683,2014-12-12
0.0642,2014-12-15
0.059,2014-12-16
0.0681,2014-12-17
0.0723,2014-12-18
0.0758,2014-12-19
0.0767,2014-12-22
0.0782,2014-12-23
0.077,2014-12-26
0.0779,2014-12-29
0.0796,2014-12-30
0.0774,2015-01-02
0.0759,2015-01-05
0.0759,2015-01-06
0.0805,2015-01-07
0.0808,2015-01-08
0.0772,2015-01-09
0.0754,2015-01-12
0.076,2015-01-13
0.0747,2015-01-14
0.0753,2015-01-15
0.0783,2015-01-16
0.0788,2015-01-20
0.081,2015-01-21
0.0823,2015-01-22
0.0822,2015-01-23
0.0818,2015-01-26
0.0837,2015-01-27
0.0804,2015-01-28
0.0837,2015-01-29
0.0806,2015-01-30
0.0808,2015-02-02
0.0874,2015-02-03
0.0888,2015-02-04
0.0921,2015-02-05
0.0898,2015-02-06
0.0935,2015-02-09
0.0947,2015-02-10
0.0946,2015-02-11
0.0991,2015-02-12
0.1045,2015-02-13
0.1067,2015-02-18
0.1059,2015-02-19
0.1118,2015-02-20
0.1103,2015-02-23
0.1129,2015-02-24
0.1102,2015-02-25
0.109,2015-02-26
0.1114,2015-02-27
0.1079,2015-03-02
0.1088,2015-03-03
0.1067,2015-03-04
0.1041,2015-03-05
0.1032,2015-03-06
0.0992,2015-03-09
0.0947,2015-03-10
0.095,2015-03-11
0.0937,2015-03-12
0.094,2015-03-13
0.0941,2015-03-16
0.0949,2015-03-17
0.0996,2015-03-18
0.0973,2015-03-19
0.0991,2015-03-20
0.1011,2015-03-23
0.1025,2015-03-24
0.1024,2015-03-25
0.0987,2015-03-26
0.1001,2015-03-27
0.1054,2015-03-30
0.105,2015-03-31
0.1064,2015-04-01
0.1078,2015-04-02
0.1084,2015-04-06
0.1078,2015-04-07
0.1073,2015-04-08
0.1061,2015-04-09
0.1086,2015-04-10
0.1046,2015-04-13
0.1043,2015-04-14
0.1049,2015-04-15
0.1038,2015-04-16
0.0977,2015-04-17
0.0964,2015-04-20
0.0999,2015-04-22
0.1005,2015-04-23
0.1027,2015-04-24
0.1021,2015-04-27
0.1042,2015-04-28
0.1033,2015-04-29
0.1035,2015-04-30
0.1077,2015-05-04
0.1062,2015-05-05
0.1021,2015-05-06
0.1012,2015-05-07
0.1042,2015-05-08
0.1034,2015-05-11
0.1031,2015-05-12
0.1029,2015-05-13
0.1044,2015-05-14
0.1067,2015-05-15
0.1007,2015-05-18
0.0988,2015-05-19
0.0981,2015-05-20
0.0986,2015-05-21
0.1003,2015-05-22
0.0992,2015-05-26
0.0986,2015-05-27
0.099,2015-05-28
0.0947,2015-05-29
0.0968,2015-06-01
0.0976,2015-06-02
0.0971,2015-06-03
0.0981,2015-06-05
0.097,2015-06-08
0.0952,2015-06-09
0.0971,2015-06-10
0.0967,2015-06-11
0.0945,2015-06-12
0.0926,2015-06-15
0.0954,2015-06-16
0.0946,2015-06-17
0.0975,2015-06-18
0.0962,2015-06-19
0.0977,2015-06-22
0.0934,2015-06-23
0.0912,2015-06-24
0.0886,2015-06-25
0.0897,2015-06-26
0.0855,2015-06-29
0.0873,2015-06-30
0.0882,2015-07-01
0.0876,2015-07-02
0.0878,2015-07-06
0.0899,2015-07-07
0.0878,2015-07-08
0.0923,2015-07-10
0.0941,2015-07-13
0.096,2015-07-14
0.0959,2015-07-15
0.096,2015-07-16
0.0957,2015-07-17
0.0932,2015-07-20
0.0934,2015-07-21
0.0926,2015-07-22
0.0852,2015-07-23
0.0823,2015-07-24
0.0784,2015-07-27
0.0803,2015-07-28
0.0819,2015-07-29
0.0841,2015-07-30
0.0833,2015-07-31
0.0791,2015-08-03
0.0763,2015-08-04
0.0773,2015-08-05
0.0723,2015-08-06
0.0677,2015-08-07
0.072,2015-08-10
0.0728,2015-08-11
0.0731,2015-08-12
0.0756,2015-08-13
0.0761,2015-08-14
0.0742,2015-08-17
0.0779,2015-08-18
0.0744,2015-08-19
0.0747,2015-08-20
0.0696,2015-08-21
0.0596,2015-08-24
0.0601,2015-08-25
0.0692,2015-08-26
0.0736,2015-08-27
0.069,2015-08-28
0.063,2015-08-31
0.0549,2015-09-01
0.0557,2015-09-02
0.0585,2015-09-03
0.0539,2015-09-04
0.0543,2015-09-08
0.0531,2015-09-09
0.0471,2015-09-10
0.0485,2015-09-11
0.0487,2015-09-14
0.0472,2015-09-15
0.0509,2015-09-16
0.0526,2015-09-17
0.0459,2015-09-18
0.0475,2015-09-21
0.0472,2015-09-22
0.0418,2015-09-23
0.0449,2015-09-24
0.0491,2015-09-25
0.0384,2015-09-28
0.0383,2015-09-29
0.0441,2015-09-30
0.0466,2015-10-01
0.0557,2015-10-02
0.0612,2015-10-05
0.0621,2015-10-06
0.0615,2015-10-07
0.0663,2015-10-08
0.061,2015-10-09
0.0635,2015-10-13
0.0623,2015-10-14
0.0692,2015-10-15
0.0684,2015-10-16
0.0656,2015-10-19
0.0598,2015-10-20
0.0585,2015-10-21
0.0624,2015-10-22
0.0628,2015-10-23
0.0677,2015-10-26
0.0636,2015-10-27
0.0628,2015-10-28
0.0654,2015-10-29
0.0698,2015-10-30
0.072,2015-11-03
0.076,2015-11-04
0.08,2015-11-05
0.0786,2015-11-06
0.0796,2015-11-09
0.0768,2015-11-10
0.0825,2015-11-11
0.0763,2015-11-12
0.0785,2015-11-13
0.0797,2015-11-16
0.0744,2015-11-17
0.0778,2015-11-18
0.0813,2015-11-19
0.0829,2015-11-23
0.0851,2015-11-24
0.08,2015-11-25
0.0759,2015-11-27
0.0764,2015-11-30
0.0768,2015-12-01
0.0803,2015-12-02
0.0803,2015-12-03
0.0809,2015-12-04
0.0787,2015-12-07
0.0742,2015-12-08
0.0702,2015-12-09
0.067,2015-12-10
0.065,2015-12-11
0.0634,2015-12-14
0.0709,2015-12-15
0.0681,2015-12-16
0.07,2015-12-17
0.0674,2015-12-18
0.064,2015-12-21
0.0703,2015-12-22
0.0739,2015-12-23
0.0764,2015-12-28
0.0768,2015-12-29
0.0812,2015-12-30
0.0808,2016-01-04
0.0863,2016-01-05
0.0805,2016-01-06
0.0737,2016-01-07
0.0691,2016-01-08
0.0652,2016-01-11
0.063,2016-01-12
0.0605,2016-01-13
0.0599,2016-01-14
0.0568,2016-01-15
0.0576,2016-01-19
0.0573,2016-01-20
0.0594,2016-01-21
0.0579,2016-01-22
0.055,2016-01-26
0.0574,2016-01-27
0.0624,2016-01-28
0.0696,2016-01-29
0.073,2016-02-01
0.0636,2016-02-02
0.0632,2016-02-03
0.066,2016-02-04
0.0619,2016-02-05
0.0605,2016-02-10
0.0569,2016-02-11
0.0605,2016-02-12
0.068,2016-02-16
0.0742,2016-02-17
0.0717,2016-02-18
0.0755,2016-02-19
0.0788,2016-02-22
0.0715,2016-02-23
0.0719,2016-02-24
0.0718,2016-02-25
0.0723,2016-02-26
0.0759,2016-02-29
0.0833,2016-03-01
0.088,2016-03-02
0.0894,2016-03-03
0.0933,2016-03-04
0.0912,2016-03-07
0.0916,2016-03-08
0.0934,2016-03-09
0.0955,2016-03-10
0.0959,2016-03-11
0.0947,2016-03-14
0.0884,2016-03-15
0.0887,2016-03-16
0.1003,2016-03-17
0.1015,2016-03-18
0.1048,2016-03-21
0.1077,2016-03-22
0.1054,2016-03-23
0.1065,2016-03-24
0.1146,2016-03-28
0.1154,2016-03-29
